Packet,1_2_Id,2_0_1_7_Id,Status
SCSummonDefendantPacket,0x175,0x053,RENUMBERED
SCSummonJuryPacket,0x173,0x075,RENUMBERED
SCSuspectGoingBotTrial,0x186,,REMOVED_IN_2_0
SCSuspectGoingBotTrialPacket,,0x20d,NEW_IN_2_0
SCSyncItemLifespanPacket,0x98,0x17f,RENUMBERED
SCTargetChangedPacket,0x84,0x073,RENUMBERED
SCTaxItemConfigPacket,,0x0d5,NEW_IN_2_0
SCTeamAckRiskyActionPacket,0xe8,0x297,RENUMBERED
SCTeamAreaInvitedPacket,0xe5,0x24c,RENUMBERED
SCTeamBecameRaidTeamPacket,0xdf,0x122,RENUMBERED
SCTeamDismissedPacket,0xd9,0x0c6,RENUMBERED
SCTeamLootingRuleChangedPacket,0xe2,0x09f,RENUMBERED
SCTeamMemberDisconnectedPacket,0xdc,0x1bf,RENUMBERED
SCTeamMemberJoinedPacket,0xda,0x035,RENUMBERED
SCTeamMemberLeavedPacket,0xdb,0x04f,RENUMBERED
SCTeamMemberMovedPacket,0xe0,0x1fd,RENUMBERED
SCTeamMemberRoleChangedPacket,0xde,0x06e,RENUMBERED
SCTeamOwnerChangedPacket,0xdd,0x20e,RENUMBERED
SCTeamPingPosPacket,0xe7,0x149,RENUMBERED
SCTeamRemoteMembersExPacket,0xe4,0x16a,RENUMBERED
SCTeleportUnitPacket,0x72,0x104,RENUMBERED
SCTelescopeToggledPacket,0x1b2,0x044,RENUMBERED
SCTelescopeUnitsPacket,0x1b3,0x18b,RENUMBERED
SCTimeOfDayPacket,0xf0,0x052,RENUMBERED
SCToggleBeautyshopResponsePacket,0x1f1,0x1cb,RENUMBERED
SCTowerDefEndPacket,0x16d,0x119,RENUMBERED
SCTowerDefListPacket,0x16b,0x26e,RENUMBERED
SCTowerDefStartPacket,0x16c,0x277,RENUMBERED
SCTowerDefWaveStartPacket,0x16e,0x031,RENUMBERED
SCTradeCanceledPacket,0x161,0x026,RENUMBERED
SCTradeItemPutupPacket,0x162,0x0cc,RENUMBERED
SCTradeItemTookdownPacket,0x166,0x066,RENUMBERED
SCTradeLockUpdatePacket,0x169,0x0de,RENUMBERED
SCTradeMadePacket,0x16a,0x1f5,RENUMBERED
SCTradeMoneyPutupPacket,0x164,0x03a,RENUMBERED
SCTradeOkUpdatePacket,0x168,0x1cc,RENUMBERED
SCTradeStartedPacket,0x160,0x0a9,RENUMBERED
SCTransferTelescopeToggledPacket,0x1b4,0x1d1,RENUMBERED
SCTransferTelescopeUnitsPacket,0x1b5,0x09b,RENUMBERED
SCTrialAudienceJoinedPacket,0x17f,0x140,RENUMBERED
SCTrialAudienceLeftPacket,0x180,0x06c,RENUMBERED
SCTrialCancledPacket,0x183,0x247,RENUMBERED
SCTrialInfoPacket,0x181,0x00b,RENUMBERED
SCTrialWaitStatusPacket,0x17b,0x14c,RENUMBERED
SCTrionConfigPacket,0x07,0x201,RENUMBERED
SCTutorialSavedPacket,0x1a7,0x251,RENUMBERED
SCUccCharacterNameLoadedPacket,0x15b,0x258,RENUMBERED
SCUccCheckecPacket,0x1ae,,REMOVED_IN_2_0
SCUccCheckedPacket,,0x11f,NEW_IN_2_0
SCUnbondDoodadPacket,0x13a,0x0a3,RENUMBERED
SCUnderWaterPacket,0x187,0x0c3,RENUMBERED
SCUnhungPacket,0x138,0x16d,RENUMBERED
SCUnitAttachedPacket,0x76,0x059,RENUMBERED
SCUnitBountyMoneyPacket,0xbb,0x08a,RENUMBERED
SCUnitDamagedPacket,0xa7,0x101,RENUMBERED
SCUnitDeathPacket,0x71,0x1ee,RENUMBERED
SCUnitDetachedPacket,0x77,0x211,RENUMBERED
SCUnitEquipmentIdsPacket,0x95,0x263,RENUMBERED
SCUnitEquipmentsChangedPacket,0x94,0x08b,RENUMBERED
SCUnitExpeditionChangedPacket,0x1c,0x228,RENUMBERED
SCUnitFactionChangedPacket,0x1b,0x094,RENUMBERED
SCUnitFlyingStateChangedPacket,0x7a,0x1f0,RENUMBERED
SCUnitGmModeChangedPacket,0x203,0x098,RENUMBERED
SCUnitHealedPacket,0xa8,0x212,RENUMBERED
SCUnitIdleStatusPacket,0x1f5,0x1df,RENUMBERED
SCUnitImpulsePacket,0x79,0x03b,RENUMBERED
SCUnitInvisiblePacket,0x78,0x015,RENUMBERED
SCUnitLocationPacket,0x1c7,0x265,RENUMBERED
SCUnitLootingStatePacket,0xf7,0x24a,RENUMBERED
SCUnitModelPostureChangedPacket,0x103,0x1e7,RENUMBERED
SCUnitMovementsPacket,0x6b,0x040,RENUMBERED
SCUnitNameChangedPacket,0x70,0x1d4,RENUMBERED
SCUnitOfflinePacket,0x6e,0x05a,RENUMBERED
SCUnitPointsPacket,0xba,0x1c0,RENUMBERED
SCUnitPortalUsedPacket,0x60,0x182,RENUMBERED
SCUnitPvPPointsChangedPacket,0x204,0x1d8,RENUMBERED
SCUnitsRemovedPacket,0x6a,0x269,RENUMBERED
SCUnitStatePacket,0x69,0x116,RENUMBERED
SCUnitTrackedPacket,0xa9,0x102,RENUMBERED
SCUnitVisualOptionsPacket,0x1cb,0x1ae,RENUMBERED
SCUnkCharacterAddStatPacket,0x209,,REMOVED_IN_2_0
SCUnknownP_0x04d,,0x04d,NEW_IN_2_0
SCUnknownPacket,0xa0,0xfff,RENUMBERED
SCUnknownPacket_0x002,,0x002,NEW_IN_2_0
SCUnknownPacket_0x003,,0x003,NEW_IN_2_0
SCUnknownPacket_0x007,,0x007,NEW_IN_2_0
SCUnknownPacket_0x00e,,0x00e,NEW_IN_2_0
SCUnknownPacket_0x013,,0x013,NEW_IN_2_0
SCUnknownPacket_0x019,,0x019,NEW_IN_2_0
SCUnknownPacket_0x01b,,0x01b,NEW_IN_2_0
SCUnknownPacket_0x02b,,0x02b,NEW_IN_2_0
SCUnknownPacket_0x02f,,0x02f,NEW_IN_2_0
SCUnknownPacket_0x033,,0x033,NEW_IN_2_0
SCUnknownPacket_0x037,,0x037,NEW_IN_2_0
SCUnknownPacket_0x03d,,0x03d,NEW_IN_2_0
SCUnknownPacket_0x03f,,0x03f,NEW_IN_2_0
SCUnknownPacket_0x042,,0x042,NEW_IN_2_0
SCUnknownPacket_0x048,,0x048,NEW_IN_2_0
SCUnknownPacket_0x04a,,0x04a,NEW_IN_2_0
SCUnknownPacket_0x054,,0x054,NEW_IN_2_0
SCUnknownPacket_0x056,,0x056,NEW_IN_2_0
SCUnknownPacket_0x058,,0x058,NEW_IN_2_0
SCUnknownPacket_0x05f,,0x05f,NEW_IN_2_0
SCUnknownPacket_0x065,,0x065,NEW_IN_2_0
SCUnknownPacket_0x067,,0x067,NEW_IN_2_0
SCUnknownPacket_0x06f,,0x06f,NEW_IN_2_0
SCUnknownPacket_0x072,,0x072,NEW_IN_2_0
SCUnknownPacket_0x077,,0x077,NEW_IN_2_0
SCUnknownPacket_0x079,,0x079,NEW_IN_2_0
SCUnknownPacket_0x085,,0x085,NEW_IN_2_0
SCUnknownPacket_0x086,,0x086,NEW_IN_2_0
SCUnknownPacket_0x088,,0x088,NEW_IN_2_0
SCUnknownPacket_0x090,,0x090,NEW_IN_2_0
SCUnknownPacket_0x093,,0x093,NEW_IN_2_0
SCUnknownPacket_0x099,,0x099,NEW_IN_2_0
SCUnknownPacket_0x09e,,0x09e,NEW_IN_2_0
SCUnknownPacket_0x0a7,,0x0a7,NEW_IN_2_0
SCUnknownPacket_0x0a8,,0x0a8,NEW_IN_2_0
SCUnknownPacket_0x0ab,,0x0ab,NEW_IN_2_0
SCUnknownPacket_0x0b5,,0x0b5,NEW_IN_2_0
SCUnknownPacket_0x0b9,,0x0b9,NEW_IN_2_0
SCUnknownPacket_0x0bc,,0x0bc,NEW_IN_2_0
SCUnknownPacket_0x0be,,0x0be,NEW_IN_2_0
SCUnknownPacket_0x0bf,,0x0bf,NEW_IN_2_0
SCUnknownPacket_0x0c1,,0x0c1,NEW_IN_2_0
SCUnknownPacket_0x0c4,,0x0c4,NEW_IN_2_0
SCUnknownPacket_0x0c5,,0x0c5,NEW_IN_2_0
SCUnknownPacket_0x0c9,,0x0c9,NEW_IN_2_0
SCUnknownPacket_0x0cb,,0x0cb,NEW_IN_2_0
SCUnknownPacket_0x0cd,,0x0cd,NEW_IN_2_0
SCUnknownPacket_0x0d7,,0x0d7,NEW_IN_2_0
SCUnknownPacket_0x0d8,,0x0d8,NEW_IN_2_0
SCUnknownPacket_0x0da,,0x0da,NEW_IN_2_0
SCUnknownPacket_0x0db,,0x0db,NEW_IN_2_0
SCUnknownPacket_0x0e0,,0x0e0,NEW_IN_2_0
SCUnknownPacket_0x0e1,,0x0e1,NEW_IN_2_0
SCUnknownPacket_0x0e9,,0x0e9,NEW_IN_2_0
SCUnknownPacket_0x0ec,,0x0ec,NEW_IN_2_0
SCUnknownPacket_0x0f3,,0x0f3,NEW_IN_2_0
SCUnknownPacket_0x0f7,,0x0f7,NEW_IN_2_0
SCUnknownPacket_0x0f8,,0x0f8,NEW_IN_2_0
SCUnknownPacket_0x108,,0x108,NEW_IN_2_0
SCUnknownPacket_0x10b,,0x10b,NEW_IN_2_0
SCUnknownPacket_0x110,,0x110,NEW_IN_2_0
SCUnknownPacket_0x113,,0x113,NEW_IN_2_0
SCUnknownPacket_0x115,,0x115,NEW_IN_2_0
SCUnknownPacket_0x128,,0x128,NEW_IN_2_0
SCUnknownPacket_0x132,,0x132,NEW_IN_2_0
SCUnknownPacket_0x133,,0x133,NEW_IN_2_0
SCUnknownPacket_0x13a,,0x13a,NEW_IN_2_0
SCUnknownPacket_0x13d,,0x13d,NEW_IN_2_0
SCUnknownPacket_0x147,,0x147,NEW_IN_2_0
SCUnknownPacket_0x148,,0x148,NEW_IN_2_0
SCUnknownPacket_0x14d,,0x14d,NEW_IN_2_0
SCUnknownPacket_0x14e,,0x14e,NEW_IN_2_0
SCUnknownPacket_0x152,,0x152,NEW_IN_2_0
SCUnknownPacket_0x153,,0x153,NEW_IN_2_0
SCUnknownPacket_0x157,,0x157,NEW_IN_2_0
SCUnknownPacket_0x15b,,0x15b,NEW_IN_2_0
SCUnknownPacket_0x161,,0x161,NEW_IN_2_0
SCUnknownPacket_0x166,,0x166,NEW_IN_2_0
SCUnknownPacket_0x167,,0x167,NEW_IN_2_0
SCUnknownPacket_0x169,,0x169,NEW_IN_2_0
SCUnknownPacket_0x172,,0x172,NEW_IN_2_0
SCUnknownPacket_0x17c,,0x17c,NEW_IN_2_0
SCUnknownPacket_0x17d,,0x17d,NEW_IN_2_0
SCUnknownPacket_0x180,,0x180,NEW_IN_2_0
SCUnknownPacket_0x185,,0x185,NEW_IN_2_0
SCUnknownPacket_0x187,,0x187,NEW_IN_2_0
SCUnknownPacket_0x188,,0x188,NEW_IN_2_0
SCUnknownPacket_0x190,,0x190,NEW_IN_2_0
SCUnknownPacket_0x191,,0x191,NEW_IN_2_0
SCUnknownPacket_0x193,,0x193,NEW_IN_2_0
SCUnknownPacket_0x194,,0x194,NEW_IN_2_0
SCUnknownPacket_0x198,,0x198,NEW_IN_2_0
SCUnknownPacket_0x19a,,0x19a,NEW_IN_2_0
SCUnknownPacket_0x1a1,,0x1a1,NEW_IN_2_0
SCUnknownPacket_0x1a4,,0x1a4,NEW_IN_2_0
SCUnknownPacket_0x1ad,,0x1ad,NEW_IN_2_0
SCUnknownPacket_0x1b1,,0x1b1,NEW_IN_2_0
SCUnknownPacket_0x1b3,,0x1b3,NEW_IN_2_0
SCUnknownPacket_0x1b5,,0x1b5,NEW_IN_2_0
SCUnknownPacket_0x1b9,,0x1b9,NEW_IN_2_0
SCUnknownPacket_0x1bd,,0x1bd,NEW_IN_2_0
SCUnknownPacket_0x1be,,0x1be,NEW_IN_2_0
SCUnknownPacket_0x1c7,,0x1c7,NEW_IN_2_0
SCUnknownPacket_0x1d0,,0x1d0,NEW_IN_2_0
SCUnknownPacket_0x1db,,0x1db,NEW_IN_2_0
SCUnknownPacket_0x1dd,,0x1dd,NEW_IN_2_0
SCUnknownPacket_0x1e2,,0x1e2,NEW_IN_2_0
SCUnknownPacket_0x1e9,,0x1e9,NEW_IN_2_0
SCUnknownPacket_0x1ed,,0x1ed,NEW_IN_2_0
SCUnknownPacket_0x1f6,,0x1f6,NEW_IN_2_0
SCUnknownPacket_0x1fa,,0x1fa,NEW_IN_2_0
SCUnknownPacket_0x1fc,,0x1fc,NEW_IN_2_0
SCUnknownPacket_0x204,,0x204,NEW_IN_2_0
SCUnknownPacket_0x205,,0x205,NEW_IN_2_0
SCUnknownPacket_0x214,,0x214,NEW_IN_2_0
SCUnknownPacket_0x219,,0x219,NEW_IN_2_0
SCUnknownPacket_0x21c,,0x21c,NEW_IN_2_0
SCUnknownPacket_0x21e,,0x21e,NEW_IN_2_0
SCUnknownPacket_0x223,,0x223,NEW_IN_2_0
SCUnknownPacket_0x224,,0x224,NEW_IN_2_0
SCUnknownPacket_0x225,,0x225,NEW_IN_2_0
SCUnknownPacket_0x22b,,0x22b,NEW_IN_2_0
SCUnknownPacket_0x235,,0x235,NEW_IN_2_0
SCUnknownPacket_0x23d,,0x23d,NEW_IN_2_0
SCUnknownPacket_0x23f,,0x23f,NEW_IN_2_0
SCUnknownPacket_0x240,,0x240,NEW_IN_2_0
SCUnknownPacket_0x241,,0x241,NEW_IN_2_0
SCUnknownPacket_0x244,,0x244,NEW_IN_2_0
SCUnknownPacket_0x246,,0x246,NEW_IN_2_0
SCUnknownPacket_0x249,,0x249,NEW_IN_2_0
SCUnknownPacket_0x24d,,0x24d,NEW_IN_2_0
SCUnknownPacket_0x254,,0x254,NEW_IN_2_0
SCUnknownPacket_0x257,,0x257,NEW_IN_2_0
SCUnknownPacket_0x259,,0x259,NEW_IN_2_0
SCUnknownPacket_0x25f,,0x25f,NEW_IN_2_0
SCUnknownPacket_0x267,,0x267,NEW_IN_2_0
SCUnknownPacket_0x271,,0x271,NEW_IN_2_0
SCUnknownPacket_0x272,,0x272,NEW_IN_2_0
SCUnknownPacket_0x275,,0x275,NEW_IN_2_0
SCUnknownPacket_0x276,,0x276,NEW_IN_2_0
SCUnknownPacket_0x27f,,0x27f,NEW_IN_2_0
SCUnknownPacket_0x280,,0x280,NEW_IN_2_0
SCUnknownPacket_0x281,,0x281,NEW_IN_2_0
SCUnknownPacket_0x282,,0x282,NEW_IN_2_0
SCUnknownPacket_0x284,,0x284,NEW_IN_2_0
SCUnknownPacket_0x288,,0x288,NEW_IN_2_0
SCUnknownPacket_0x28b,,0x28b,NEW_IN_2_0
SCUnknownPacket_0x292,,0x292,NEW_IN_2_0
SCUnknownPacket_0x293,,0x293,NEW_IN_2_0
SCUnknownPacket_0x294,,0x294,NEW_IN_2_0
SCUnknownPacket_0x295,,0x295,NEW_IN_2_0
SCUnknownPacket_0x299,,0x299,NEW_IN_2_0
SCUnknownPacket_0x29b,,0x29b,NEW_IN_2_0
SCUnkPacket,0xb5,,REMOVED_IN_2_0
SCUnkPacket15,0x206,,REMOVED_IN_2_0
SCUnkPacket16,0x207,,REMOVED_IN_2_0
SCUnkPacket17,0x208,,REMOVED_IN_2_0
SCUnkPacket20,0x20b,,REMOVED_IN_2_0
SCUnkPacket21,0x20c,,REMOVED_IN_2_0
SCUnkPacket22,0x20d,,REMOVED_IN_2_0
SCUnkPacket23,0x20e,,REMOVED_IN_2_0
SCUnkPacket24,0x20f,,REMOVED_IN_2_0
SCUnkPacket25,0x212,,REMOVED_IN_2_0
SCUnkPacket26,0x213,,REMOVED_IN_2_0
SCUnkPacket27,0x214,,REMOVED_IN_2_0
SCUnkPacket28,0x210,,REMOVED_IN_2_0
SCUnkPacket4,0x128,,REMOVED_IN_2_0
SCUnkPacket5,0x145,,REMOVED_IN_2_0
SCUnkPacket8,0x19f,,REMOVED_IN_2_0
SCUnlockCurrencySlotPacket,0x20a,0x1c5,RENUMBERED
SCUpdatePremiumPointPacket,0x201,0x143,RENUMBERED
SCUserNoteLoadedPacket,0x1e0,0x22d,RENUMBERED
SCVegetationCutdowningPacket,0x81,0x01c,RENUMBERED
SCWorldAABBPacket,0x144,0x1d7,RENUMBERED
SCWorldAimPointPacket,0x143,0x02c,RENUMBERED
SCWorldInteractionCanceledPacket,0x7f,0x234,RENUMBERED
SCWorldInteractionSkillListPacket,0x7e,0x0ed,RENUMBERED
SCWorldMessagePacket,0x211,0x213,RENUMBERED
SCWorldQueuePacket,0x05,0x0c0,RENUMBERED
SCWorldRayCastingResultPacket,0x142,0x130,RENUMBERED
X2EnterWorldResponsePacket,0x00,0x000,RENUMBERED

